y,Spot-only,PM-only,Combined
1,0.5303845279941864,0.23321058490655186,0.37046313573982587
1,0.7407716515534395,0.7155156371921759,0.6626563755773552
1,0.40358700932315733,0.3686651344249288,0.30323992428643787
0,0.3501057089704123,0.1810273888231978,0.19627819505885194
1,0.5091108186330244,0.7271325766705101,0.5783850166707635
0,0.3008148210435214,0.37253360490532145,0.1598225121339898
0,0.28756849808558754,0.21610808742651103,0.12541220678797577
0,0.47332268423654167,0.5951559198653018,0.4108346750389701
0,0.5927384396723762,0.7392580115627574,0.6570981912898999
1,0.4112328566317851,0.3427305130778859,0.36031010253574
1,0.7233078216708052,0.4277582487821588,0.5877906235848998
1,0.9786004290443131,0.9214793016031582,0.9773478898686991
0,0.46173211466653524,0.5031931418949346,0.44637506307395436
1,0.1805164499510091,0.18185006458745398,0.09100994604856966
1,0.9055878278200094,0.846971121578563,0.9421017599756513
0,0.5666079829040823,0.6473112773060277,0.4755237518466635
0,0.24716823769120214,0.1720703210265464,0.14653792319987288
0,0.6095989405640136,0.39346548293264827,0.2813551723525029
1,0.44359214146271525,0.24564426798773184,0.22221671943691654
1,0.8433765483167965,0.6475115023211024,0.7787060433560703
0,0.6108011733089502,0.4990344383556899,0.5013690894949279
0,0.49609888534892677,0.5159701320614117,0.27146229050923926
